Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept
4107281,257574008,Brothel,Location,Observation,SNOMED,Valid,Standard
4107282,257575009,Bus station,Location,Observation,SNOMED,Valid,Standard
4107283,257577001,Canal,Location,Observation,SNOMED,Valid,Standard
4107284,257579003,Car park,Location,Observation,SNOMED,Valid,Standard
4107286,257581001,Casino,Location,Observation,SNOMED,Valid,Standard
4107288,257586006,Clubhouse,Location,Observation,SNOMED,Valid,Standard
4107290,257593005,Cricket ground,Location,Observation,SNOMED,Valid,Standard
4107291,257599009,Dock or harbor,Location,Observation,SNOMED,Valid,Standard
4107293,257601006,Dockyard,Location,Observation,SNOMED,Valid,Standard
4107294,257618005,Golf course,Location,Observation,SNOMED,Valid,Standard
4107296,257633002,Industrial yard,Location,Observation,SNOMED,Valid,Standard
4107297,257638006,Lodging house,Location,Observation,SNOMED,Valid,Standard
4107298,257644005,Mountain,Location,Observation,SNOMED,Valid,Standard
4107299,257645006,Mountain resort,Location,Observation,SNOMED,Valid,Standard
4107300,257646007,Music hall,Location,Observation,SNOMED,Valid,Standard
4107301,257647003,Nightclub,Location,Observation,SNOMED,Valid,Standard
4107303,257654009,Opera house,Location,Observation,SNOMED,Valid,Standard
4107304,257658007,Entertainment establishment,Location,Observation,SNOMED,Valid,Standard
4107305,257661008,Police station,Location,Observation,SNOMED,Valid,Standard
4107306,257667007,Domestic garage,Location,Observation,SNOMED,Valid,Standard
4107307,257668002,Domestic garden,Location,Observation,SNOMED,Valid,Standard
4107308,257671005,Private swimming pool,Location,Observation,SNOMED,Valid,Standard
4107309,257672003,Private track,Location,Observation,SNOMED,Valid,Standard
4107310,257674002,Public building,Location,Observation,SNOMED,Valid,Standard
4107311,257679007,Racecourse,Location,Observation,SNOMED,Valid,Standard
4107312,257680005,Radio broadcasting station,Location,Observation,SNOMED,Valid,Standard
4107313,257693000,Traffic circle,Location,Observation,SNOMED,Valid,Standard
4107314,257694006,Rural main road,Location,Observation,SNOMED,Valid,Standard
4107315,257702008,Skating rink,Location,Observation,SNOMED,Valid,Standard
4107316,257708007,Store loading platform,Location,Observation,SNOMED,Valid,Standard
4107317,257710009,Street,Location,Observation,SNOMED,Valid,Standard
4107515,284354002,Police premises,Location,Observation,SNOMED,Valid,Standard
4107644,284435001,Footpath,Location,Observation,SNOMED,Valid,Standard
4107645,284438004,Trade and service environment,Location,Observation,SNOMED,Valid,Standard
4107646,284440009,Market,Location,Observation,SNOMED,Valid,Standard
4107647,284443006,Service area premises,Location,Observation,SNOMED,Valid,Standard
4107648,284444000,House converted to multiple dwellings,Location,Observation,SNOMED,Valid,Standard
4107650,284450005,Residential camp,Location,Observation,SNOMED,Valid,Standard
4107651,284451009,Residential travel trailer park,Location,Observation,SNOMED,Valid,Standard
4107652,284455000,Location within secure unit,Location,Observation,SNOMED,Valid,Standard
4107673,284543008,Road T junction,Location,Observation,SNOMED,Valid,Standard
4107675,284564007,Arctic environment,Location,Observation,SNOMED,Valid,Standard
4107676,284565008,Desert environment,Location,Observation,SNOMED,Valid,Standard
4107760,284589001,Park,Location,Observation,SNOMED,Valid,Standard
4107868,284658009,Synagogue,Location,Observation,SNOMED,Valid,Standard
4107889,284750009,Tobacconists,Location,Observation,SNOMED,Valid,Standard
4108011,284751008,Launderette,Location,Observation,SNOMED,Valid,Standard
4108015,284762008,Underground railway station,Location,Observation,SNOMED,Valid,Standard
4108016,284767002,Dry ski slope,Location,Observation,SNOMED,Valid,Standard
4108017,284768007,Roller skating rink,Location,Observation,SNOMED,Valid,Standard
4108018,284771004,Back yard,Location,Observation,SNOMED,Valid,Standard
4108500,284353008,Offshore installation,Location,Observation,SNOMED,Valid,Standard
4108635,284434002,Bridle path,Location,Observation,SNOMED,Valid,Standard
4108909,285063001,Domestic front garden,Location,Observation,SNOMED,Valid,Standard
4108910,285069002,Moorland,Location,Observation,SNOMED,Valid,Standard
4108911,285080002,Athletics field,Location,Observation,SNOMED,Valid,Standard
4108916,285118000,Radioactive environment,Location,Observation,SNOMED,Valid,Standard
4108917,285124006,Freezing environment,Location,Observation,SNOMED,Valid,Standard
4108918,285125007,Warm environment,Location,Observation,SNOMED,Valid,Standard
4108920,285134002,Dangerous environment,Location,Observation,SNOMED,Valid,Standard
4108921,285135001,Unhappy environment,Location,Observation,SNOMED,Valid,Standard
4108928,285148002,Attic,Location,Observation,SNOMED,Valid,Standard
4108929,285155000,Railway embankment,Location,Observation,SNOMED,Valid,Standard
4109238,284349006,Location within home premises,Location,Observation,SNOMED,Valid,Standard
4109239,284351005,School grounds,Location,Observation,SNOMED,Valid,Standard
4109356,284418000,Garden shed,Location,Observation,SNOMED,Valid,Standard
4109359,284432003,Urban minor road,Location,Observation,SNOMED,Valid,Standard
4109360,284441008,Shopping center,Location,Observation,SNOMED,Valid,Standard
4109361,284442001,Gas station,Location,Observation,SNOMED,Valid,Standard
4109387,284563001,Hamlet,Location,Observation,SNOMED,Valid,Standard
4109388,284567000,High altitude environment,Location,Observation,SNOMED,Valid,Standard
4109502,284590005,Safari park,Location,Observation,SNOMED,Valid,Standard
4109526,284657004,Mosque,Location,Observation,SNOMED,Valid,Standard
4109527,284659001,Temple - place of worship,Location,Observation,SNOMED,Valid,Standard
4109662,284436000,Pedestrian overpass,Location,Observation,SNOMED,Valid,Standard
4109663,284437009,Farm track,Location,Observation,SNOMED,Valid,Standard
4109680,284534004,Hallway,Location,Observation,SNOMED,Valid,Standard
4109683,284544002,Crossroads,Location,Observation,SNOMED,Valid,Standard
4109687,284557005,Rugby field,Location,Observation,SNOMED,Valid,Standard
4109690,284566009,Temperate environment,Location,Observation,SNOMED,Valid,Standard
4109826,284653000,Military training ground,Location,Observation,SNOMED,Valid,Standard
4109847,284745003,Clothes shop,Location,Observation,SNOMED,Valid,Standard
4109848,284748001,Pharmacy - shop,Location,Observation,SNOMED,Valid,Standard
4109849,284749009,Newsagents shop,Location,Observation,SNOMED,Valid,Standard
4109852,284766006,Public telephone kiosk,Location,Observation,SNOMED,Valid,Standard
4109854,284772006,Front yard,Location,Observation,SNOMED,Valid,Standard
4110761,285070001,Agricultural field,Location,Observation,SNOMED,Valid,Standard
4110762,285075006,Snooker hall,Location,Observation,SNOMED,Valid,Standard
4110763,285078008,Polo field,Location,Observation,SNOMED,Valid,Standard
4110764,285083000,Circus,Location,Observation,SNOMED,Valid,Standard
4110765,285084006,Day nursery,Location,Observation,SNOMED,Valid,Standard
4110766,285092002,Railway terminus,Location,Observation,SNOMED,Valid,Standard
4110767,285094001,Road bridge,Location,Observation,SNOMED,Valid,Standard
4110768,285098003,Valley,Location,Observation,SNOMED,Valid,Standard
4110769,285100003,Refuse site,Location,Observation,SNOMED,Valid,Standard
4110770,285112004,Railway pedestrian crossing,Location,Observation,SNOMED,Valid,Standard
4110773,285117005,Noisy environment,Location,Observation,SNOMED,Valid,Standard
4110775,285129001,Aquatic environment,Location,Observation,SNOMED,Valid,Standard
4110778,285139007,Low risk environment,Location,Observation,SNOMED,Valid,Standard
4111053,285068005,Pot-hole,Location,Observation,SNOMED,Valid,Standard
4111056,285074005,Motor sports venue,Location,Observation,SNOMED,Valid,Standard
4111057,285076007,Youth club,Location,Observation,SNOMED,Valid,Standard
4111058,285082005,Bowling alley,Location,Observation,SNOMED,Valid,Standard
4111059,285085007,Railway line location,Location,Observation,SNOMED,Valid,Standard
4111060,285087004,Railway bridge,Location,Observation,SNOMED,Valid,Standard
4111061,285090005,Overhead electrified railway line,Location,Observation,SNOMED,Valid,Standard
4111062,285091009,Third rail electrified line,Location,Observation,SNOMED,Valid,Standard
4111063,285093007,Underground railway line,Location,Observation,SNOMED,Valid,Standard
4111064,285095000,Road tunnel,Location,Observation,SNOMED,Valid,Standard
4111065,285101004,Landfill site,Location,Observation,SNOMED,Valid,Standard
4111066,285102006,Multi-storey car park,Location,Observation,SNOMED,Valid,Standard
4111069,285111006,Railway sidings,Location,Observation,SNOMED,Valid,Standard
4111070,285120002,Humid environment,Location,Observation,SNOMED,Valid,Standard
4111071,285121003,Toxic environment,Location,Observation,SNOMED,Valid,Standard
4111072,285122005,Hot environment,Location,Observation,SNOMED,Valid,Standard
4111074,285140009,At risk environment,Location,Observation,SNOMED,Valid,Standard
4111075,285141008,Work environment,Location,Observation,SNOMED,Valid,Standard
4111079,285160001,Sand dunes,Location,Observation,SNOMED,Valid,Standard
4111199,285201006,Hospital environment,Location,Observation,SNOMED,Valid,Standard
4111200,285202004,Community environment,Location,Observation,SNOMED,Valid,Standard
4111659,284452002,Derelict site,Location,Observation,SNOMED,Valid,Standard
4111660,284453007,Church,Location,Observation,SNOMED,Valid,Standard
4113003,284533005,General indoors area of building,Location,Observation,SNOMED,Valid,Standard
4113007,284548004,Hospital department,Location,Observation,SNOMED,Valid,Standard
4113010,284555002,Zoo - place,Location,Observation,SNOMED,Valid,Standard
4113011,284556001,Private tennis court,Location,Observation,SNOMED,Valid,Standard
4113012,284558000,Power station,Location,Observation,SNOMED,Valid,Standard
4113013,284559008,Boating marina,Location,Observation,SNOMED,Valid,Standard
4113028,284654006,Military airfield,Location,Observation,SNOMED,Valid,Standard
4113029,284656008,Military installation - non-residential,Location,Observation,SNOMED,Valid,Standard
4113155,284746002,Shoe shop,Location,Observation,SNOMED,Valid,Standard
4113156,284747006,Department store,Location,Observation,SNOMED,Valid,Standard
4113161,284765005,Public lavatory,Location,Observation,SNOMED,Valid,Standard
4114866,285061004,Military weapons installation,Location,Observation,SNOMED,Valid,Standard
4114867,285062006,Ski resort,Location,Observation,SNOMED,Valid,Standard
4114868,285064007,Domestic back garden,Location,Observation,SNOMED,Valid,Standard
4114870,285067000,Cave,Location,Observation,SNOMED,Valid,Standard
4114871,285073004,Archery range,Location,Observation,SNOMED,Valid,Standard
4114872,285077003,Scout and guide hut,Location,Observation,SNOMED,Valid,Standard
4114873,285079000,Boxing ring,Location,Observation,SNOMED,Valid,Standard
4114874,285081003,Cycle track,Location,Observation,SNOMED,Valid,Standard
4114875,285086008,Railway junction,Location,Observation,SNOMED,Valid,Standard
4114876,285088009,Railway tunnel,Location,Observation,SNOMED,Valid,Standard
4114877,285089001,Electrified railway line,Location,Observation,SNOMED,Valid,Standard
4114878,285096004,Waterfall,Location,Observation,SNOMED,Valid,Standard
4114879,285097008,Mudflats,Location,Observation,SNOMED,Valid,Standard
4114880,285099006,Gorge,Location,Observation,SNOMED,Valid,Standard
4114881,285103001,School playing field,Location,Observation,SNOMED,Valid,Standard
4114885,285123000,Cold environment,Location,Observation,SNOMED,Valid,Standard
4114886,285126008,Corrosive environment,Location,Observation,SNOMED,Valid,Standard
4114887,285127004,Polluted environment,Location,Observation,SNOMED,Valid,Standard
4114888,285128009,Personal environment,Location,Observation,SNOMED,Valid,Standard
4114893,285154001,Railway cutting,Location,Observation,SNOMED,Valid,Standard
4117148,257725009,Urban residential,Location,Observation,SNOMED,Valid,Standard
4117490,257727001,Warehouse,Location,Observation,SNOMED,Valid,Standard
4117506,257724008,Urban main road,Location,Observation,SNOMED,Valid,Standard
4117954,257721000,Transport facility,Location,Observation,SNOMED,Valid,Standard
4117955,257722007,Unpaved road,Location,Observation,SNOMED,Valid,Standard
4117956,257723002,Urban,Location,Observation,SNOMED,Valid,Standard
4119038,262102007,Riding school,Location,Observation,SNOMED,Valid,Standard
4119716,257557008,Place,Location,Observation,SNOMED,Valid,Standard
4119717,257561002,Further education establishment,Location,Observation,SNOMED,Valid,Standard
4119718,257562009,Airport,Location,Observation,SNOMED,Valid,Standard
4119834,257568008,Bank,Location,Observation,SNOMED,Valid,Standard
4119835,257569000,Baseball field,Location,Observation,SNOMED,Valid,Standard
4119837,257578006,Canal lock,Location,Observation,SNOMED,Valid,Standard
4119838,257583003,Cinema,Location,Observation,SNOMED,Valid,Standard
4119841,257589004,Coastal water,Location,Observation,SNOMED,Valid,Standard
4119842,257591007,Commodity market,Location,Observation,SNOMED,Valid,Standard
4119843,257594004,Dance hall,Location,Observation,SNOMED,Valid,Standard
4119844,257596002,Derelict house,Location,Observation,SNOMED,Valid,Standard
4119845,257605002,Factory,Location,Observation,SNOMED,Valid,Standard
4119846,257610003,Farm building,Location,Observation,SNOMED,Valid,Standard
4119847,257613001,Fives court,Location,Observation,SNOMED,Valid,Standard
4119848,257619002,Gravel pit,Location,Observation,SNOMED,Valid,Standard
4119849,257620008,Gymnasium,Location,Observation,SNOMED,Valid,Standard
4119851,257621007,Harbor,Location,Observation,SNOMED,Valid,Standard
4119852,257624004,Hill,Location,Observation,SNOMED,Valid,Standard
4119853,257625003,Field hockey field,Location,Observation,SNOMED,Valid,Standard
4119855,257635009,Lake resort,Location,Observation,SNOMED,Valid,Standard
4119856,257636005,Vacation resort,Location,Observation,SNOMED,Valid,Standard
4119857,257639003,Manned railway level crossing with gates,Location,Observation,SNOMED,Valid,Standard
4119858,257640001,Mine or quarry,Location,Observation,SNOMED,Valid,Standard
4119860,257662001,Post office,Location,Observation,SNOMED,Valid,Standard
4119861,257664000,Private club,Location,Observation,SNOMED,Valid,Standard
4119862,257670006,Private house,Location,Observation,SNOMED,Valid,Standard
4119863,257681009,Railway level crossing,Location,Observation,SNOMED,Valid,Standard
4119864,257685000,Railway station,Location,Observation,SNOMED,Valid,Standard
4119865,257686004,Railway yard,Location,Observation,SNOMED,Valid,Standard
4119867,257696008,Rural road,Location,Observation,SNOMED,Valid,Standard
4119868,257697004,Sand pit,Location,Observation,SNOMED,Valid,Standard
4119869,257709004,Stream,Location,Observation,SNOMED,Valid,Standard
4119870,257711008,Sylvatic,Location,Observation,SNOMED,Valid,Standard
4119871,257713006,Tennis court,Location,Observation,SNOMED,Valid,Standard
4119872,257715004,Theatre,Location,Observation,SNOMED,Valid,Standard
4119873,257718002,Tidal waterway,Location,Observation,SNOMED,Valid,Standard
4121698,257563004,Amusement park,Location,Observation,SNOMED,Valid,Standard
4121699,257565006,Apartment in apartment building,Location,Observation,SNOMED,Valid,Standard
4121700,257572007,Beach,Location,Observation,SNOMED,Valid,Standard
4121701,257576005,Cafe,Location,Observation,SNOMED,Valid,Standard
4121702,257580000,RV park,Location,Observation,SNOMED,Valid,Standard
4121703,257584009,Cliff,Location,Observation,SNOMED,Valid,Standard
4121704,257590008,Commercial garage,Location,Observation,SNOMED,Valid,Standard
4121705,257592000,Courthouse,Location,Observation,SNOMED,Valid,Standard
4121706,257597006,Desert,Location,Observation,SNOMED,Valid,Standard
4121707,257604003,Enclosed harbor,Location,Observation,SNOMED,Valid,Standard
4121708,257609008,Farm,Location,Observation,SNOMED,Valid,Standard
4121710,257611004,Farm house,Location,Observation,SNOMED,Valid,Standard
4121711,257612006,Farm land,Location,Observation,SNOMED,Valid,Standard
4121712,257617000,Games court,Location,Observation,SNOMED,Valid,Standard
4121713,257626002,Vacation camp,Location,Observation,SNOMED,Valid,Standard
4121714,257629009,Hotel,Location,Observation,SNOMED,Valid,Standard
4121715,257630004,House,Location,Observation,SNOMED,Valid,Standard
4121716,257631000,Industrial plant,Location,Observation,SNOMED,Valid,Standard
4121717,257632007,Industrial premises,Location,Observation,SNOMED,Valid,Standard
4121718,257634008,Inland water,Location,Observation,SNOMED,Valid,Standard
4121719,257641002,Mobile home,Location,Observation,SNOMED,Valid,Standard
4121720,257642009,Freeway roadway,Location,Observation,SNOMED,Valid,Standard
4121721,257643004,Freeway access ramp,Location,Observation,SNOMED,Valid,Standard
4121722,257649000,Office,Location,Observation,SNOMED,Valid,Standard
4121724,257653003,Open sea,Location,Observation,SNOMED,Valid,Standard
4121725,257659004,Place of worship,Location,Observation,SNOMED,Valid,Standard
4121726,257660009,Police cell,Location,Observation,SNOMED,Valid,Standard
4121727,257665004,Domestic driveway,Location,Observation,SNOMED,Valid,Standard
4121728,257673008,Domestic walkway,Location,Observation,SNOMED,Valid,Standard
4121729,257675001,Public hall,Location,Observation,SNOMED,Valid,Standard
4121730,257676000,Public house,Location,Observation,SNOMED,Valid,Standard
4121731,257677009,Public park,Location,Observation,SNOMED,Valid,Standard
4121733,257689006,Restaurant,Location,Observation,SNOMED,Valid,Standard
4121734,257690002,Rifle range,Location,Observation,SNOMED,Valid,Standard
4121735,257698009,School,Location,Observation,SNOMED,Valid,Standard
4121736,257701001,Shop,Location,Observation,SNOMED,Valid,Standard
4121737,257703003,Sports center,Location,Observation,SNOMED,Valid,Standard
4121738,257704009,Sports ground,Location,Observation,SNOMED,Valid,Standard
4121739,257705005,Squash court,Location,Observation,SNOMED,Valid,Standard
4121740,257716003,Tidal estuary,Location,Observation,SNOMED,Valid,Standard
4121741,257719005,Track,Location,Observation,SNOMED,Valid,Standard
4123207,288559001,Ecological environment,Location,Observation,SNOMED,Valid,Standard
4123208,288560006,Island,Location,Observation,SNOMED,Valid,Standard
4123209,288562003,Secure unit,Location,Observation,SNOMED,Valid,Standard
4123544,288520005,City environment,Location,Observation,SNOMED,Valid,Standard
4127349,288461007,Children's playpark,Location,Observation,SNOMED,Valid,Standard
4127361,288500009,Geographical environment,Location,Observation,SNOMED,Valid,Standard
4127364,288521009,Town environment,Location,Observation,SNOMED,Valid,Standard
4127372,288553000,Highway environment,Location,Observation,SNOMED,Valid,Standard
4129943,261770009,Domestic,Location,Observation,SNOMED,Valid,Standard
4130879,264368004,Military establishment,Location,Observation,SNOMED,Valid,Standard
4130881,264370008,Museum,Location,Observation,SNOMED,Valid,Standard
4131033,264373005,Public meeting hall,Location,Observation,SNOMED,Valid,Standard
4131505,264379009,Sports stadium,Location,Observation,SNOMED,Valid,Standard
4132160,2664007,Above ground residential swimming pool,Location,Observation,SNOMED,Valid,Standard
4134563,398161000,Postoperative anesthesia care unit,Location,Observation,SNOMED,Valid,Standard
4134848,397983003,Preoperative holding area,Location,Observation,SNOMED,Valid,Standard
4135110,261904005,Laboratory,Location,Observation,SNOMED,Valid,Standard
4137181,263907006,Tropical environment,Location,Observation,SNOMED,Valid,Standard
4138143,264347000,Woods,Location,Observation,SNOMED,Valid,Standard
4139496,264353000,Fairground,Location,Observation,SNOMED,Valid,Standard
4139502,264362003,Home,Location,Observation,SNOMED,Valid,Standard
4140136,426439001,Burns intensive care unit,Location,Observation,SNOMED,Valid,Standard
4141340,264308002,Government building,Location,Observation,SNOMED,Valid,Standard
4141470,264351003,Concert hall,Location,Observation,SNOMED,Valid,Standard
4141473,264365001,Industrial storage tank,Location,Observation,SNOMED,Valid,Standard
4141474,264366000,Library,Location,Observation,SNOMED,Valid,Standard
4147084,309901009,Anesthetic department,Location,Observation,SNOMED,Valid,Standard
4147085,309902002,Clinical oncology department,Location,Observation,SNOMED,Valid,Standard
4147086,309903007,Radiotherapy department,Location,Observation,SNOMED,Valid,Standard
4147087,309911002,Respiratory intensive care unit,Location,Observation,SNOMED,Valid,Standard
4147088,309917003,Thoracic medicine department,Location,Observation,SNOMED,Valid,Standard
4147089,309924002,Diabetic department,Location,Observation,SNOMED,Valid,Standard
4147090,309926000,Gastroenterology department,Location,Observation,SNOMED,Valid,Standard
4147091,309927009,General medical department,Location,Observation,SNOMED,Valid,Standard
4147092,309934006,Infectious diseases department,Location,Observation,SNOMED,Valid,Standard
4147093,309939001,Palliative care department,Location,Observation,SNOMED,Valid,Standard
4147094,309941000,Rheumatology department,Location,Observation,SNOMED,Valid,Standard
4147095,309947001,Pediatric neurology department,Location,Observation,SNOMED,Valid,Standard
4147096,309948006,Pediatric oncology department,Location,Observation,SNOMED,Valid,Standard
4147097,309951004,Blood transfusion department,Location,Observation,SNOMED,Valid,Standard
4147099,309956009,Medical microbiology department,Location,Observation,SNOMED,Valid,Standard
4147100,309957000,Neuropathology department,Location,Observation,SNOMED,Valid,Standard
4147101,309959002,Child and adolescent psychiatry department,Location,Observation,SNOMED,Valid,Standard
4147102,309960007,Forensic psychiatry department,Location,Observation,SNOMED,Valid,Standard
4147103,309962004,Mental handicap psychiatry department,Location,Observation,SNOMED,Valid,Standard
4147104,309965002,Occupational health department,Location,Observation,SNOMED,Valid,Standard
4147105,309972001,Dental surgery department,Location,Observation,SNOMED,Valid,Standard
4147106,309976003,Pediatric dentistry department,Location,Observation,SNOMED,Valid,Standard
4147107,309977007,Restorative dentistry department,Location,Observation,SNOMED,Valid,Standard
4147108,309982000,Upper gastrointestinal surgery department,Location,Observation,SNOMED,Valid,Standard
4147109,309985003,Hand surgery department,Location,Observation,SNOMED,Valid,Standard
4147110,309986002,Hepatobiliary surgical department,Location,Observation,SNOMED,Valid,Standard
4147111,309993003,Surgical transplant department,Location,Observation,SNOMED,Valid,Standard
4147112,309998007,Day ward,Location,Observation,SNOMED,Valid,Standard
4147551,310203004,Pediatric Accident and Emergency department,Location,Observation,SNOMED,Valid,Standard
4148494,309906004,Burns unit,Location,Observation,SNOMED,Valid,Standard
4148495,309908003,Metabolic intensive care unit,Location,Observation,SNOMED,Valid,Standard
4148496,309909006,Neurological intensive care unit,Location,Observation,SNOMED,Valid,Standard
4148497,309910001,Pediatric intensive care unit,Location,Observation,SNOMED,Valid,Standard
4148498,309918008,Respiratory medicine department,Location,Observation,SNOMED,Valid,Standard
4148499,309919000,Clinical immunology department,Location,Observation,SNOMED,Valid,Standard
4148500,309925001,Endocrinology department,Location,Observation,SNOMED,Valid,Standard
4148501,309928004,Genetics department,Location,Observation,SNOMED,Valid,Standard
4148502,309929007,Clinical genetics department,Location,Observation,SNOMED,Valid,Standard
4148503,309930002,Clinical cytogenetics department,Location,Observation,SNOMED,Valid,Standard
4148504,309932005,Genitourinary medicine department,Location,Observation,SNOMED,Valid,Standard
4148505,309933000,Care of the elderly department,Location,Observation,SNOMED,Valid,Standard
4148506,309950003,Pathology department,Location,Observation,SNOMED,Valid,Standard
4148507,309953001,General pathology department,Location,Observation,SNOMED,Valid,Standard
4148508,309963009,Rehabilitation psychiatry department,Location,Observation,SNOMED,Valid,Standard
4148509,309966001,Stroke unit,Location,Observation,SNOMED,Valid,Standard
4148510,309968000,Breast surgery department,Location,Observation,SNOMED,Valid,Standard
4148511,309971008,Cardiac surgery department,Location,Observation,SNOMED,Valid,Standard
4148512,309973006,General dental surgery department,Location,Observation,SNOMED,Valid,Standard
4148513,309980008,Gastrointestinal surgery department,Location,Observation,SNOMED,Valid,Standard
4148514,309981007,General gastrointestinal surgery department,Location,Observation,SNOMED,Valid,Standard
4148515,309987006,Neurosurgical department,Location,Observation,SNOMED,Valid,Standard
4148516,309988001,Ophthalmology department,Location,Observation,SNOMED,Valid,Standard
4148517,309994009,Trauma surgery department,Location,Observation,SNOMED,Valid,Standard
4148518,309997002,Young disabled unit,Location,Observation,SNOMED,Valid,Standard
4148807,310204005,Ophthalmology Accident and Emergency department,Location,Observation,SNOMED,Valid,Standard
4148839,310464005,Physiotherapy department,Location,Observation,SNOMED,Valid,Standard
4148981,309904001,Intensive care unit,Location,Observation,SNOMED,Valid,Standard
4148982,309912009,Medical department,Location,Observation,SNOMED,Valid,Standard
4148983,309920006,Clinical neurophysiology department,Location,Observation,SNOMED,Valid,Standard
4148984,309938009,Nuclear medicine department,Location,Observation,SNOMED,Valid,Standard
4148985,309942007,Obstetrics and gynecology department,Location,Observation,SNOMED,Valid,Standard
4148986,309944008,Obstetrics department,Location,Observation,SNOMED,Valid,Standard
4148987,309952006,Chemical pathology department,Location,Observation,SNOMED,Valid,Standard
4148988,309969008,Cardiothoracic surgery department,Location,Observation,SNOMED,Valid,Standard
4148989,309970009,Thoracic surgery department,Location,Observation,SNOMED,Valid,Standard
4148990,309974000,Oral surgery department,Location,Observation,SNOMED,Valid,Standard
4148991,309978002,"Ear, nose and throat department",Location,Observation,SNOMED,Valid,Standard
4148992,309979005,Endocrine surgery department,Location,Observation,SNOMED,Valid,Standard
4148993,309984004,General surgical department,Location,Observation,SNOMED,Valid,Standard
4148994,309990000,Pancreatic surgery department,Location,Observation,SNOMED,Valid,Standard
4148995,309995005,Urology department,Location,Observation,SNOMED,Valid,Standard
4149942,309905000,Adult intensive care unit,Location,Observation,SNOMED,Valid,Standard
4149943,309907008,Cardiac intensive care unit,Location,Observation,SNOMED,Valid,Standard
4149944,309913004,Clinical allergy department,Location,Observation,SNOMED,Valid,Standard
4149945,309914005,Audiology department,Location,Observation,SNOMED,Valid,Standard
4149946,309915006,Cardiology department,Location,Observation,SNOMED,Valid,Standard
4149947,309916007,Chest medicine department,Location,Observation,SNOMED,Valid,Standard
4149948,309921005,Clinical pharmacology department,Location,Observation,SNOMED,Valid,Standard
4149949,309922003,Clinical physiology department,Location,Observation,SNOMED,Valid,Standard
4150066,309923008,Dermatology department,Location,Observation,SNOMED,Valid,Standard
4150067,309931003,Clinical molecular genetics department,Location,Observation,SNOMED,Valid,Standard
4150068,309935007,Medical ophthalmology department,Location,Observation,SNOMED,Valid,Standard
4150069,309936008,Nephrology department,Location,Observation,SNOMED,Valid,Standard
4150070,309937004,Neurology department,Location,Observation,SNOMED,Valid,Standard
4150071,309940004,Rehabilitation department,Location,Observation,SNOMED,Valid,Standard
4150072,309943002,Gynecology department,Location,Observation,SNOMED,Valid,Standard
4150073,309945009,Pediatric department,Location,Observation,SNOMED,Valid,Standard
4150074,309946005,Special care baby unit,Location,Observation,SNOMED,Valid,Standard
4150075,309949003,Pain management department,Location,Observation,SNOMED,Valid,Standard
4150076,309954007,Hematology department,Location,Observation,SNOMED,Valid,Standard
4150077,309958005,Psychiatry department,Location,Observation,SNOMED,Valid,Standard
4150078,309961006,Psychogeriatric department,Location,Observation,SNOMED,Valid,Standard
4150079,309964003,Radiology department,Location,Observation,SNOMED,Valid,Standard
4150080,309967005,Surgical department,Location,Observation,SNOMED,Valid,Standard
4150081,309975004,Orthodontics department,Location,Observation,SNOMED,Valid,Standard
4150082,309983005,Colorectal surgery department,Location,Observation,SNOMED,Valid,Standard
4150083,309989009,Orthopedic department,Location,Observation,SNOMED,Valid,Standard
4150084,309991001,Pediatric surgical department,Location,Observation,SNOMED,Valid,Standard
4150085,309992008,Plastic surgery department,Location,Observation,SNOMED,Valid,Standard
4150086,309996006,Vascular surgery department,Location,Observation,SNOMED,Valid,Standard
4152535,269687000,"Place of occurrence of accident or poisoning, squash court",Location,Observation,SNOMED,Valid,Standard
4153096,284178002,Stone quarry,Location,Observation,SNOMED,Valid,Standard
4154196,272500005,Wooded area,Location,Observation,SNOMED,Valid,Standard
4154197,272509006,Freeway,Location,Observation,SNOMED,Valid,Standard
4154726,284176003,Geographical terrestrial feature,Location,Observation,SNOMED,Valid,Standard
4155842,284177007,Coal mine,Location,Observation,SNOMED,Valid,Standard
4156497,272502002,Commercial premises,Location,Observation,SNOMED,Valid,Standard
4156498,272503007,Office premises,Location,Observation,SNOMED,Valid,Standard
4156499,272506004,Garage,Location,Observation,SNOMED,Valid,Standard
4157694,272498009,Geographical feature,Location,Observation,SNOMED,Valid,Standard
4157695,272505000,Industrial site,Location,Observation,SNOMED,Valid,Standard
4157696,272511002,Municipal and civic establishment,Location,Observation,SNOMED,Valid,Standard
4160026,398156002,Medical or surgical floor,Location,Observation,SNOMED,Valid,Standard
4160140,427695007,Newborn nursery unit,Location,Observation,SNOMED,Valid,Standard
4161694,398070004,State,Location,Observation,SNOMED,Valid,Standard
4163342,2928009,Overhead construction site,Location,Observation,SNOMED,Valid,Standard
4164200,272497004,Residential environment,Location,Observation,SNOMED,Valid,Standard
4164201,272499001,Geographical waterform feature,Location,Observation,SNOMED,Valid,Standard
4164202,272501009,Sports facility,Location,Observation,SNOMED,Valid,Standard
4164203,272504001,Agricultural site,Location,Observation,SNOMED,Valid,Standard
4164204,272510001,Road,Location,Observation,SNOMED,Valid,Standard
4166938,274409007,Special care unit,Location,Observation,SNOMED,Valid,Standard
4170089,418028002,Surgical stepdown unit,Location,Observation,SNOMED,Valid,Standard
4171621,276052003,Public facilities,Location,Observation,SNOMED,Valid,Standard
