Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept
4004548,121519002,Demeclocycline measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004549,121531000,Dicamba measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004550,121533002,Dichlorobenzidine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004551,121535009,Dichlorodifluoromethane measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004552,121536005,Dichlorodiphenyldichloroethylene measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004553,121537001,Dichlorodiphenyltrichloroethane measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004554,121538006,Dichloroethane measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004557,121550000,Dimethoate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004558,121555005,Dipyridamole measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004559,121556006,Diquat measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004560,121558007,Doxapram measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004561,121563006,Epichlorohydrin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004562,121569005,Ethyl acetate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004691,121098002,Transparent tape method for fungal identification,Procedure,Measurement,SNOMED,Valid,Standard
4004703,121169004,Generational rearing of arthropod,Procedure,Measurement,SNOMED,Valid,Standard
4004725,121241001,Malaria thin smear,Procedure,Measurement,SNOMED,Valid,Standard
4004839,11078007,Fletcher factor assay,Procedure,Measurement,SNOMED,Valid,Standard
4004852,121254008,Chlorinated hydrocarbon pesticide identification,Procedure,Measurement,SNOMED,Valid,Standard
4004853,121255009,Organophosphate pesticide identification,Procedure,Measurement,SNOMED,Valid,Standard
4004854,121256005,Melatonin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004855,121263005,Mono-carboxylic porphyrin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004856,121264004,Dicarboxylporphyrin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004857,121266002,Pentacarboxylporphyrin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004858,121272002,Uroporphyrin III measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004859,121274001,Insulin-like growth factor binding protein 1 measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004860,121283006,Methylene chloride measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004861,121286003,Prostaglandin PGF1 alpha measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004862,121290001,3-Hydroxydodecanedioate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004863,121293004,3-Hydroxyisovalerylcarnitine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004864,121297003,3-Hydroxypropionate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004865,121299000,3-Hydroxytetradecenoylcarnitine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004866,121302000,"3-Methyl,4-hydroxymandelate measurement",Procedure,Measurement,SNOMED,Valid,Standard
4004867,121306002,3-o-Methyldopa measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004868,121307006,4-Aminobutyrate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004869,121310004,4-Hydroxyphenyllactate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004870,121312007,5-alpha-Tetrahydrocortisol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004871,121313002,5-Hydroxyhexanoate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004872,121316005,6-beta-Hydroxycortisol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004873,121323006,alpha-Chlordane measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004874,121325004,alpha-N-Acetylgalactosaminidase measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004875,121327007,Amylase isoenzyme measurement,Procedure,Measurement,SNOMED,Valid,Standard
4004881,121097007,Tilt tube reptilase induced coagulation method,Procedure,Measurement,SNOMED,Valid,Standard
4004882,121099005,Hemoglobin S solubility test,Procedure,Measurement,SNOMED,Valid,Standard
4005027,121171004,Macroscopic parasitic identification method,Procedure,Measurement,SNOMED,Valid,Standard
4005048,121253002,Carbamate pesticide identification,Procedure,Measurement,SNOMED,Valid,Standard
4005049,121257001,Platelet mean diameter determination,Procedure,Measurement,SNOMED,Valid,Standard
4005050,121259003,Para-aminobenzoate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005051,121267006,Hexacarboxylporphyrin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005052,121269009,Deuteroporphyrin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005053,121270005,Mesoporphyrin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005183,121273007,Insulin-like growth factor binding protein 2 measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005184,121276004,Antigen assay,Procedure,Measurement,SNOMED,Valid,Standard
4005185,121277008,Steroid measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005191,121100002,"Reticulocyte count, hematocrit adjusted",Procedure,Measurement,SNOMED,Valid,Standard
4005193,121102005,Bacterial subtyping,Procedure,Measurement,SNOMED,Valid,Standard
4005204,121570006,Ethylene measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005205,121575001,Fluconazole measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005206,121576000,Flurbiprofen measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005207,121579007,Fumonisin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005208,121581009,Gamma chlordane measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005209,121586004,Griseofulvin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005210,121595007,Hexobarbital measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005211,121596008,Hyaluronate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005212,121599001,Hydroflumethiazide measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005215,121610007,Isobutyl acetate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005216,121615002,Ketoconazole measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005217,121616001,Ketoprofen measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005218,121618000,Levo-methamphetamine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005219,121621003,Mazindol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005220,121622005,Meclizine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005221,121625007,Menthol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005222,121629001,Mescaline measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005346,121631005,"Methadone, long acting metabolite measurement",Procedure,Measurement,SNOMED,Valid,Standard
4005347,121633008,Methazolamide measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005348,121634002,Methdilazine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005349,121638004,Methoxsalen measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005350,121639007,Methoxychlor measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005351,121640009,Methoxyflurane measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005352,121641008,Methyclothiazide measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005353,121643006,Methyl ethyl ketone measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005354,121645004,Methyl isoamyl ketone measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005355,121648002,Methyl n-propyl ketone measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005356,121649005,Methyl parathion measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005357,121660001,Aroclor 1260 measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005358,121666007,Procaine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005359,121683003,sec-Butyl acetate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005361,121691007,Temazepam measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005362,121697006,Tetrachloroethane measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005364,121701009,Thiamylal measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005365,121708003,Toluene diisocyanate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005366,121710001,Toxaphene measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005367,121721005,Triflupromazine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005368,121730002,Venlafaxine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005369,121735007,Aconitate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005370,121739001,Azelate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005371,121742007,Beta-2-transferrin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005372,121743002,beta-gamma-Tocopherol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005373,121744008,Bombesin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005374,121751004,Cholesterol sulfate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005376,121753001,2-Aminobutyrate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005378,121766001,Decenediate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005379,121777007,Epidermal growth factor measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005380,121778002,Ergosterol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005381,121782000,gamma-Melanocyte stimulating hormone measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005382,121783005,Glutaconate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005383,121784004,Glutarate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005384,121787006,Heptacarboxylate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005385,121788001,Hexacarboxylate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005386,121789009,Hexanoylcarnitine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005414,10104004,"Flow cytometric crossmatch, two colors",Procedure,Measurement,SNOMED,Valid,Standard
4005504,121791001,High density lipoprotein 2 measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005505,121795005,IgG synthesis rate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005506,121798007,Isocitrate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005508,121802008,Kappa light chain measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005509,121807002,Malic acid measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005510,121810009,Methylmalonylcarnitine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005511,121819005,Nephrogenous cyclic adenosine monophosphate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005512,121820004,Nitrosonaphthol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005514,121822007,Octanoylcarnitine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005515,121827001,Organic sulfate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005516,121830008,Palatinase measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005518,121832000,Pentacarboxylate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005519,121834004,"pH, free acid measurement",Procedure,Measurement,SNOMED,Valid,Standard
4005520,121841005,Pristanate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005521,121848004,Prostaglandin D2 measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005522,121851006,Pyridinoline measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005523,121854003,Somatotropin releasing hormone measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005524,121857005,Suberylglycine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005525,121871002,Troponin T measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005526,121880002,2-Hydroxyisocaproate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005527,121881003,2-Hydroxyisovalerate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005530,121892002,3-beta-Androstanediol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005531,121901002,Measurement of Fasciola hepatica antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005532,121906007,Giardia lamblia antigen assay,Procedure,Measurement,SNOMED,Valid,Standard
4005533,121909000,Measurement of Hantaan virus antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005535,121913007,Herpes simplex virus 2 detection,Procedure,Measurement,SNOMED,Valid,Standard
4005536,121915000,Histoplasma capsulatum antigen assay,Procedure,Measurement,SNOMED,Valid,Standard
4005537,121916004,Histoplasma capsulatum exoantigen identification,Procedure,Measurement,SNOMED,Valid,Standard
4005538,121918003,Measurement of Histoplasma capsulatum yeast antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005662,121920000,Measurement of Aspergillus flavus antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005663,121921001,Aspergillus fumigatus 1 antibody assay,Procedure,Measurement,SNOMED,Valid,Standard
4005664,121924009,Measurement of Aspergillus glaucus antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005665,121933006,Bartonella species identification,Procedure,Measurement,SNOMED,Valid,Standard
4005666,121947005,Measurement of Brucella melitensis antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005667,121949008,Measurement of Brugia malayi antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005668,121950008,Measurement of Campylobacter jejuni antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005670,121961000,Clostridium botulinum toxin assay,Procedure,Measurement,SNOMED,Valid,Standard
4005671,121962007,Clostridium botulinum toxin identification,Procedure,Measurement,SNOMED,Valid,Standard
4005672,121963002,Measurement of Clostridium difficile antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005673,121964008,Clostridium difficile toxin B assay,Procedure,Measurement,SNOMED,Valid,Standard
4005674,121968006,Coccidioides immitis detection,Procedure,Measurement,SNOMED,Valid,Standard
4005675,121972005,Measurement of Colorado tick fever virus antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005676,121974006,Measurement of Corynebacterium diphtheriae antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005677,121977004,Measurement of Afipia felis antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005679,121983001,Cyanobacterium identification,Procedure,Measurement,SNOMED,Valid,Standard
4005681,121986009,Cytomegalovirus antigen assay,Procedure,Measurement,SNOMED,Valid,Standard
4005682,121989002,Measurement of Dengue virus 2 antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005683,121990006,Measurement of Dengue virus 3 antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005684,121998004,Measurement of Ehrlichia phagocytophila antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005685,122000001,Measurement of Entamoeba histolytica antibody,Procedure,Measurement,SNOMED,Valid,Standard
4005687,122002009,Escherichia coli detection,Procedure,Measurement,SNOMED,Valid,Standard
4005691,121339004,Endotoxin identification,Procedure,Measurement,SNOMED,Valid,Standard
4005692,121341003,Hallucinogen identification,Procedure,Measurement,SNOMED,Valid,Standard
4005694,121344006,Mushroom identification procedure,Procedure,Measurement,SNOMED,Valid,Standard
4005695,121357003,2-Butanol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005696,121358008,Acetate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005697,121362002,18-Hydroxycortisol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005698,121365000,"2,4-Dichlorophenoxyacetate measurement",Procedure,Measurement,SNOMED,Valid,Standard
4005829,121366004,"2,4-Dinitrophenylhydrazine measurement",Procedure,Measurement,SNOMED,Valid,Standard
4005830,121367008,"2,5-Hexanedione measurement",Procedure,Measurement,SNOMED,Valid,Standard
4005831,121370007,Methylene orthochloroaniline measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005832,121373009,Methylenedioxymethamphetamine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005833,121374003,Methyl hippurate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005834,121375002,Methylprednisolone measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005835,121376001,Metoclopramide measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005836,121379008,Mevinphos measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005838,121402001,Nifedipine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005839,121403006,Nitrate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005840,121409005,Norclozapine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005841,121425000,Paroxetine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005842,121429006,Phenacemide measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005843,121434005,Albuterol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005844,121438008,Allyl alcohol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005846,121446009,Arsenic trioxide measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005847,121447000,Astemizole measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005848,121450002,Azinphos methyl measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005849,121453000,Baclofen measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005850,121460006,Bethanechol measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005851,121463008,Bretylium measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005852,121464002,Brodifacoum measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005853,121469007,Busulfan measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005854,121473005,Butyl nitrate measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005855,121475003,Capreomycin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005858,121488000,Cephradine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005859,121489008,Cephaeline measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005860,121490004,Cephaloridine measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005861,121491000,Cephapirin measurement,Procedure,Measurement,SNOMED,Valid,Standard
4005862,121499003,Chloroform measurement,Procedure,Measurement,SNOMED,Valid,Standard
