Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept
762871,4.33051E+14,Documentation of diabetes medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762872,4.33061E+14,Documentation of infectious disease medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762873,4.33071E+14,Documentation of human immunodeficiency virus infection medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762874,4.33081E+14,Documentation of gastrointestinal disorder medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762875,4.33091E+14,Documentation of neurologic disorder medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762876,4.33101E+14,Documentation of immunologic disorder medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762877,4.33111E+14,Documentation of hematologic disorder medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762878,4.33121E+14,Documentation of anticoagulation medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762879,4.33131E+14,Documentation of pain medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762880,4.33141E+14,Documentation of rheumatic disease medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762881,4.33151E+14,Documentation of renal disorder medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762882,4.33161E+14,Documentation of smoking cessation medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762883,4.33181E+14,Documentation of palliative care medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762884,4.33201E+14,Documentation of pregnancy and lactation medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762885,4.33211E+14,Documentation of transplant medication action plan,Procedure,Observation,SNOMED,Valid,Standard
762906,4.33591E+14,Discharge to rehabilitation facility,Procedure,Observation,SNOMED,Valid,Standard
762987,4.34641E+14,Death certification and verification by physician,Procedure,Observation,SNOMED,Valid,Standard
762988,4.34651E+14,Death certification by physician,Procedure,Observation,SNOMED,Valid,Standard
763000,4.34781E+14,Discharge to acute care hospital,Procedure,Observation,SNOMED,Valid,Standard
763005,4.34841E+14,Referral for home safety evaluation,Procedure,Observation,SNOMED,Valid,Standard
763082,4.35871E+14,Documentation of past medical history,Procedure,Observation,SNOMED,Valid,Standard
763376,4.39421E+14,"Local AIDS pharmaceutical assistance, APA, not ADAP",Procedure,Observation,SNOMED,Valid,Standard
763518,4.42021E+14,Referral to adult day care program,Procedure,Observation,SNOMED,Valid,Standard
763536,4.42271E+14,Patient transfer to psychiatric hospital,Procedure,Observation,SNOMED,Valid,Standard
763537,4.42291E+14,Discharge from observation unit,Procedure,Observation,SNOMED,Valid,Standard
763691,4.44831E+14,Referral for physical therapy,Procedure,Observation,SNOMED,Valid,Standard
763697,4.44911E+14,Referral for office-based physical therapy,Procedure,Observation,SNOMED,Valid,Standard
763701,4.44971E+14,Annual wellness visit,Procedure,Observation,SNOMED,Valid,Standard
763811,4.46661E+14,Death pronouncement,Procedure,Observation,SNOMED,Valid,Standard
763889,4.48231E+14,Electronic notification of encounter in electronic medical record,Procedure,Observation,SNOMED,Valid,Standard
763902,4.48381E+14,Urgent hospital admission,Procedure,Observation,SNOMED,Valid,Standard
763905,4.48421E+14,"Hospital admission, transfer from physician office",Procedure,Observation,SNOMED,Valid,Standard
763906,4.48441E+14,"Hospital admission, transfer from intermediate care facility",Procedure,Observation,SNOMED,Valid,Standard
763917,4.48551E+14,Patient transfer to another hospital,Procedure,Observation,SNOMED,Valid,Standard
763918,4.48561E+14,Patient transfer to non-psychiatric hospital,Procedure,Observation,SNOMED,Valid,Standard
763919,4.48571E+14,Patient transfer to substance abuse treatment facility,Procedure,Observation,SNOMED,Valid,Standard
763927,4.48671E+14,Voluntary patient transfer to psychiatric hospital,Procedure,Observation,SNOMED,Valid,Standard
763928,4.48681E+14,Involuntary patient transfer to psychiatric hospital,Procedure,Observation,SNOMED,Valid,Standard
763929,4.48691E+14,Patient transfer to inpatient behavioral healthcare facility,Procedure,Observation,SNOMED,Valid,Standard
763934,4.48741E+14,Referral to interventional radiology service,Procedure,Observation,SNOMED,Valid,Standard
763935,4.48751E+14,Referral to interventional vascular radiology service,Procedure,Observation,SNOMED,Valid,Standard
763936,4.48761E+14,Referral to endovascular specialist,Procedure,Observation,SNOMED,Valid,Standard
763943,4.48851E+14,Hospital admission from observation unit,Procedure,Observation,SNOMED,Valid,Standard
763951,4.48971E+14,"Transfer to psychiatric hospital, willingness undocumented",Procedure,Observation,SNOMED,Valid,Standard
763973,4.49221E+14,Referral to different healthcare provider,Procedure,Observation,SNOMED,Valid,Standard
763987,4.49381E+14,Discharge from skilled nursing facility,Procedure,Observation,SNOMED,Valid,Standard
763988,4.49391E+14,Discharge from nursing home,Procedure,Observation,SNOMED,Valid,Standard
763989,4.49401E+14,Discharge from inpatient rehabilitation facility,Procedure,Observation,SNOMED,Valid,Standard
763990,4.49411E+14,Admission to skilled nursing facility,Procedure,Observation,SNOMED,Valid,Standard
763991,4.49421E+14,Admission to nursing home,Procedure,Observation,SNOMED,Valid,Standard
763992,4.49431E+14,Admission to inpatient rehabilitation facility,Procedure,Observation,SNOMED,Valid,Standard
763994,4.49451E+14,Electronic notification of encounter via patient portal,Procedure,Observation,SNOMED,Valid,Standard
764027,4.49841E+14,Referral to tobacco use cessation clinic,Procedure,Observation,SNOMED,Valid,Standard
764028,4.49851E+14,Referral to tobacco use cessation counselor,Procedure,Observation,SNOMED,Valid,Standard
764029,4.49861E+14,Referral to tobacco use cessation counseling program,Procedure,Observation,SNOMED,Valid,Standard
764030,4.49871E+14,Referral to tobacco use quit line,Procedure,Observation,SNOMED,Valid,Standard
764060,4.50271E+14,Perioperative administration of steroid,Procedure,Observation,SNOMED,Valid,Standard
764169,4.51571E+14,Gathering of past medical history,Procedure,Observation,SNOMED,Valid,Standard
764170,4.51581E+14,Gathering of current medication list,Procedure,Observation,SNOMED,Valid,Standard
764171,4.51601E+14,Enrollment in co-pay assistance program,Procedure,Observation,SNOMED,Valid,Standard
764172,4.51611E+14,Enrollment in medication assistance program,Procedure,Observation,SNOMED,Valid,Standard
764176,4.51661E+14,Benefits investigation,Procedure,Observation,SNOMED,Valid,Standard
764177,4.51681E+14,Gathering of adverse drug event history,Procedure,Observation,SNOMED,Valid,Standard
764192,4.51851E+14,Health supervision of foundling,Procedure,Observation,SNOMED,Valid,Standard
764193,4.51861E+14,Health supervision of healthy infant,Procedure,Observation,SNOMED,Valid,Standard
764194,4.51871E+14,Health supervision of healthy child,Procedure,Observation,SNOMED,Valid,Standard
764210,4.52061E+14,Surveillance for cancer,Procedure,Observation,SNOMED,Valid,Standard
764211,4.52081E+14,Health evaluation of new immigrant,Procedure,Observation,SNOMED,Valid,Standard
764233,4.52331E+14,Review of imaging finding,Procedure,Observation,SNOMED,Valid,Standard
764295,4.53131E+14,Videotelephony encounter,Procedure,Observation,SNOMED,Valid,Standard
764329,4.53561E+14,Referral for case management,Procedure,Observation,SNOMED,Valid,Standard
764330,4.53581E+14,Referral for occupational therapy,Procedure,Observation,SNOMED,Valid,Standard
764331,4.53601E+14,Referral for management of asthma,Procedure,Observation,SNOMED,Valid,Standard
764332,4.53621E+14,Referral to primary care provider,Procedure,Observation,SNOMED,Valid,Standard
764333,4.53631E+14,Referral to specialist physician,Procedure,Observation,SNOMED,Valid,Standard
764334,4.53651E+14,Referral for care coordination,Procedure,Observation,SNOMED,Valid,Standard
764335,4.53661E+14,Referral to care coordinator,Procedure,Observation,SNOMED,Valid,Standard
764336,4.53691E+14,Referral to certified diabetes educator,Procedure,Observation,SNOMED,Valid,Standard
764337,4.53701E+14,In-person encounter,Procedure,Observation,SNOMED,Valid,Standard
764353,4.53901E+14,Documentation of medication-related goals,Procedure,Observation,SNOMED,Valid,Standard
764354,4.53911E+14,Documentation of medication care plan,Procedure,Observation,SNOMED,Valid,Standard
764355,4.53921E+14,Documentation of allergy history,Procedure,Observation,SNOMED,Valid,Standard
764383,4.54261E+14,Enrollment in smoking cessation program,Procedure,Observation,SNOMED,Valid,Standard
764402,4.54491E+14,Surveillance for colon polyp,Procedure,Observation,SNOMED,Valid,Standard
764417,4.54661E+14,Behavior monitoring,Procedure,Observation,SNOMED,Valid,Standard
764419,4.54681E+14,Referral to pharmaceutical manufacturer medication assistance program,Procedure,Observation,SNOMED,Valid,Standard
764420,4.54691E+14,High-intensity interval training,Procedure,Observation,SNOMED,Valid,Standard
764461,4.55281E+14,Dose-dense methotrexate-vinblastine-doxorubicin-cisplatin chemotherapy regimen,Procedure,Observation,SNOMED,Valid,Standard
764462,4.55291E+14,Dose-adjusted EPOCH,Procedure,Observation,SNOMED,Valid,Standard
764465,4.55381E+14,Death certification by medical examiner or coroner,Procedure,Observation,SNOMED,Valid,Standard
764526,4.56191E+14,Postoperative care for dental procedure,Procedure,Observation,SNOMED,Valid,Standard
764527,4.56201E+14,Medicare Annual Wellness Visit,Procedure,Observation,SNOMED,Valid,Standard
764529,4.56221E+14,Eye movement monitoring,Procedure,Observation,SNOMED,Valid,Standard
764571,4.56751E+14,Electro-analgesia using Scrambler therapy,Procedure,Observation,SNOMED,Valid,Standard
764689,5.371E+12,Referral for imaging study,Procedure,Observation,SNOMED,Valid,Standard
764768,6.051E+12,Pharmacokinetic consultation,Procedure,Observation,SNOMED,Valid,Standard
764769,6.061E+12,Risk evaluation and mitigation strategy consultation,Procedure,Observation,SNOMED,Valid,Standard
764835,6.81E+11,Care plan,Procedure,Observation,SNOMED,Valid,Standard
765400,4.47941E+14,Hospital admission of newborn,Procedure,Observation,SNOMED,Valid,Standard
765441,4.53571E+14,Referral for respiratory therapy,Procedure,Observation,SNOMED,Valid,Standard
765442,4.53611E+14,Referral for high risk medication monitoring,Procedure,Observation,SNOMED,Valid,Standard
765443,4.53671E+14,Referral for management of cholesterol,Procedure,Observation,SNOMED,Valid,Standard
765450,4.55061E+14,Decolonization,Procedure,Observation,SNOMED,Valid,Standard
765467,4.28191E+14,Documentation of current medications,Procedure,Observation,SNOMED,Valid,Standard
765566,3.11E+11,Peritoneal dialysis care plan,Procedure,Observation,SNOMED,Valid,Standard
765598,4.51591E+14,Gathering of allergy history,Procedure,Observation,SNOMED,Valid,Standard
765599,4.51671E+14,Documentation of adverse drug event history,Procedure,Observation,SNOMED,Valid,Standard
765601,4.52071E+14,Surveillance for colorectal cancer,Procedure,Observation,SNOMED,Valid,Standard
765639,4.53591E+14,Referral for management of hypertension,Procedure,Observation,SNOMED,Valid,Standard
765640,4.53641E+14,Referral to specialist pharmacist,Procedure,Observation,SNOMED,Valid,Standard
765641,4.53681E+14,Referral to health plan representative,Procedure,Observation,SNOMED,Valid,Standard
765645,4.53851E+14,Antimicrobial medication monitoring,Procedure,Observation,SNOMED,Valid,Standard
765654,4.28371E+14,Discharge to healthcare facility for hospice care,Procedure,Observation,SNOMED,Valid,Standard
765655,4.28471E+14,Referral to clinical psychologist,Procedure,Observation,SNOMED,Valid,Standard
765776,4.30891E+14,Dialysis regime,Procedure,Observation,SNOMED,Valid,Standard
765777,4.30931E+14,Air force dialysis program,Procedure,Observation,SNOMED,Valid,Standard
765816,4.32311E+14,Documentation of current medication usage,Procedure,Observation,SNOMED,Valid,Standard
765836,4.48431E+14,"Hospital admission, transfer from assisted living facility",Procedure,Observation,SNOMED,Valid,Standard
765844,4.32961E+14,Documentation of asthma medication action plan,Procedure,Observation,SNOMED,Valid,Standard
765845,4.33171E+14,Documentation of geriatric syndrome medication action plan,Procedure,Observation,SNOMED,Valid,Standard
765852,4.48771E+14,Referral to prosthetist,Procedure,Observation,SNOMED,Valid,Standard
765853,4.48861E+14,Dressing change and surveillance of non-surgical wound,Procedure,Observation,SNOMED,Valid,Standard
765855,4.48951E+14,Admission to observation unit,Procedure,Observation,SNOMED,Valid,Standard
765860,4.33191E+14,Documentation of oncologic disorder medication action plan,Procedure,Observation,SNOMED,Valid,Standard
765861,4.33221E+14,Documentation of allergy medication action plan,Procedure,Observation,SNOMED,Valid,Standard
765866,4.42281E+14,Emergency hospital admission from observation unit,Procedure,Observation,SNOMED,Valid,Standard
3171666,2.469E+16,Attempted left rotator cuff tear,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3186286,2.9E+16,Pain contract with physician,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3191531,1.819E+16,Home TPN for fistula healing,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3191540,1.525E+16,Postoperative examination,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3191820,2.747E+16,Aftercare healing pathological arm fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3192485,2.748E+16,Aftercare pathological upper arm fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3192506,2.742E+16,Aftercare for healing lower arm fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3192629,2.746E+16,Aftercare for healing vertebral fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3192869,2.744E+16,Aftercare for healing upper leg fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3193059,2.743E+16,Aftercare healing traumatic leg fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3193417,9.11754E+17,Chimeric antigen receptor CD19 T lymphocyte antineoplastic therapy regimen,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3193501,2.755E+16,Aftercare following joint replacement,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3193954,2.827E+16,Limb restriction of left arm,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3194104,8.36E+15,Therapeutic use of methadone,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3194917,2.74E+16,Aftercare healing fracture of upper arm,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3195162,1.408E+16,Court protection order,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3195167,2.75E+16,Aftercare healing pathological hip fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3196032,2.752E+16,Aftercare pathological upper leg fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3196082,2.753E+16,Aftercare pathological lower leg fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3196176,2.738E+16,Plastic surgery follow up visit,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3196459,1.295E+16,Home nasal BIPAP use,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3196523,2.751E+16,Aftercare healing pathological leg fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3196781,9.36E+15,Aftercare for healing lower leg fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3197037,3.041E+16,Admission for kidney transplant,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3197415,9.11754E+17,Antineoplastic genetically modified or directed therapy regimen,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3197425,2.741E+16,Aftercare healing traumatic hip fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3197430,2.754E+16,Aftercare pathologic vertebral fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3197508,1.94E+16,Occupational therapy encounter,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3197551,1.756E+16,Biphasic positive airway pressure via facial mask,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3198059,2.938E+16,Recurrent laryngeal nerve monitoring,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3198532,2.745E+16,Aftercare for healing lower leg fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3198564,1.685E+16,No IV or blood draw left arm,Procedure,Observation,Nebraska Lexicon,Valid,Standard
3198811,2.749E+16,Aftercare pathological lower arm fracture,Procedure,Observation,Nebraska Lexicon,Valid,Standard
4002163,110461004,Adjunctive care,Procedure,Observation,SNOMED,Valid,Standard
4002165,110465008,Clinical trial,Procedure,Observation,SNOMED,Valid,Standard
4004491,11037005,Perineal care in obstetrics,Procedure,Observation,SNOMED,Valid,Standard
4006706,10161009,"Patient discharge, to home, with assistance",Procedure,Observation,SNOMED,Valid,Standard
4007092,207195004,History and physical examination with evaluation and management of nursing facility patient,Procedure,Observation,SNOMED,Valid,Standard
4010105,112689000,"Hospital admission, elective, with complete pre-admission work-up",Procedure,Observation,SNOMED,Valid,Standard
4010106,112690009,"Hospital admission, boarder, for social reasons",Procedure,Observation,SNOMED,Valid,Standard
4011529,1121002,Kinetic activities for range of motion,Procedure,Observation,SNOMED,Valid,Standard
4012482,11310004,"Breathing exercise, blow bottle",Procedure,Observation,SNOMED,Valid,Standard
4012530,165199000,Social services case conference,Procedure,Observation,SNOMED,Valid,Standard
4012677,165278005,Biopsy specimen not retrieved,Procedure,Observation,SNOMED,Valid,Standard
4012810,165323002,Biopsy administration,Procedure,Observation,SNOMED,Valid,Standard
4013508,112988006,"Recovery room monitoring, anesthesia",Procedure,Observation,SNOMED,Valid,Standard
4013691,165196007,Procedures related to diagnosis,Procedure,Observation,SNOMED,Valid,Standard
4013692,165198008,Writing up - publishing,Procedure,Observation,SNOMED,Valid,Standard
4013778,11414009,Patient transfer to skilled nursing facility for level 4 care,Procedure,Observation,SNOMED,Valid,Standard
4014023,103735009,Palliative care,Procedure,Observation,SNOMED,Valid,Standard
4014027,103764000,"Laboratory reporting, service comment",Procedure,Observation,SNOMED,Valid,Standard
4014030,10378005,"Hospital admission, emergency, from emergency room, accidental injury",Procedure,Observation,SNOMED,Valid,Standard
4014086,113130003,Class in postnatal exercises,Procedure,Observation,SNOMED,Valid,Standard
4014088,113131004,Use of treadmill,Procedure,Observation,SNOMED,Valid,Standard
4014146,169516008,Postcoital intrauterine contraceptive device fitted,Procedure,Observation,SNOMED,Valid,Standard
4014280,169763008,Postnatal - first day visit,Procedure,Observation,SNOMED,Valid,Standard
4014281,169767009,Postnatal - fifth day visit,Procedure,Observation,SNOMED,Valid,Standard
4014282,169768004,Postnatal - sixth day visit,Procedure,Observation,SNOMED,Valid,Standard
4014416,113151000,Special care of eye,Procedure,Observation,SNOMED,Valid,Standard
4014442,169764002,Postnatal - second day visit,Procedure,Observation,SNOMED,Valid,Standard
4014443,169766000,Postnatal - fourth day visit,Procedure,Observation,SNOMED,Valid,Standard
4014484,104081008,Reservation of blood product,Procedure,Observation,SNOMED,Valid,Standard
4014829,11429006,Consultation,Procedure,Observation,SNOMED,Valid,Standard
4014868,170223003,Child: refer for surveillance,Procedure,Observation,SNOMED,Valid,Standard
4014869,170224009,Referral of child to medical officer,Procedure,Observation,SNOMED,Valid,Standard
4014872,170230009,Referral of child to child guidance,Procedure,Observation,SNOMED,Valid,Standard
4014918,209099002,History and physical examination with management of domiciliary or rest home patient,Procedure,Observation,SNOMED,Valid,Standard
4015051,104088002,Blood Product Unit Description,Procedure,Observation,SNOMED,Valid,Standard
4015149,169762003,Postnatal visit,Procedure,Observation,SNOMED,Valid,Standard
4015150,169765001,Postnatal - third day visit,Procedure,Observation,SNOMED,Valid,Standard
4015151,169772000,Postnatal - tenth day visit,Procedure,Observation,SNOMED,Valid,Standard
4015412,169769007,Postnatal - seventh day visit,Procedure,Observation,SNOMED,Valid,Standard
4015413,169770008,Postnatal - eighth day visit,Procedure,Observation,SNOMED,Valid,Standard
4015414,169771007,Postnatal - ninth day visit,Procedure,Observation,SNOMED,Valid,Standard
4015553,170225005,Referral of child to school medical officer,Procedure,Observation,SNOMED,Valid,Standard
4015714,170459006,Anti-D immunoglobulin given,Procedure,Observation,SNOMED,Valid,Standard
4015722,170529003,Notification of acute polio,Procedure,Observation,SNOMED,Valid,Standard
4015723,170532000,Notification of rubella,Procedure,Observation,SNOMED,Valid,Standard
4015731,170585007,Cardiac disease treatment stopped,Procedure,Observation,SNOMED,Valid,Standard
4015732,170586008,Treatment for hypertension started,Procedure,Observation,SNOMED,Valid,Standard
4015733,170587004,Hypertensive treatment changed,Procedure,Observation,SNOMED,Valid,Standard
4015734,170588009,Treatment for hypertension stopped,Procedure,Observation,SNOMED,Valid,Standard
4015736,170591009,Digoxin monitoring,Procedure,Observation,SNOMED,Valid,Standard
4015738,170600009,Stroke monitoring,Procedure,Observation,SNOMED,Valid,Standard
4015814,170619004,Respiratory disease treatment started,Procedure,Observation,SNOMED,Valid,Standard
4015815,170621009,Home oxygen supply stopped,Procedure,Observation,SNOMED,Valid,Standard
4015817,170624001,Oral steroids stopped,Procedure,Observation,SNOMED,Valid,Standard
4015825,170673005,Gastrointestinal tract treatment changed,Procedure,Observation,SNOMED,Valid,Standard
4015826,170680007,Follow-up psychiatric assessment,Procedure,Observation,SNOMED,Valid,Standard
4015827,170685002,Psychiatric treatment changed,Procedure,Observation,SNOMED,Valid,Standard
4015828,170687005,Psychiatric treatment stopped,Procedure,Observation,SNOMED,Valid,Standard
4015829,170693002,Follow-up neurological assessment,Procedure,Observation,SNOMED,Valid,Standard
4015830,170699003,Neurological disorder treatment started,Procedure,Observation,SNOMED,Valid,Standard
4015831,170704006,Follow-up epilepsy assessment,Procedure,Observation,SNOMED,Valid,Standard
4015833,170719007,Initial ophthalmological assessment,Procedure,Observation,SNOMED,Valid,Standard
4015834,170723004,Ophthalmological treatment changed,Procedure,Observation,SNOMED,Valid,Standard
4015835,170724005,Ophthalmological treatment started,Procedure,Observation,SNOMED,Valid,Standard
4015848,170502008,Infection surveillance,Procedure,Observation,SNOMED,Valid,Standard
4015849,170503003,Surveillance of contact,Procedure,Observation,SNOMED,Valid,Standard
4015851,170521000,Notification of measles,Procedure,Observation,SNOMED,Valid,Standard
4015852,170523002,Notification of scarlet fever,Procedure,Observation,SNOMED,Valid,Standard
4015925,170525009,Notification of tuberculosis,Procedure,Observation,SNOMED,Valid,Standard
4015926,170526005,Notification of whooping cough,Procedure,Observation,SNOMED,Valid,Standard
4015927,170527001,Notification of acute encephalitis,Procedure,Observation,SNOMED,Valid,Standard
4015928,170533005,Notification of mumps,Procedure,Observation,SNOMED,Valid,Standard
4015938,170573004,Pre-treatment BP reading,Procedure,Observation,SNOMED,Valid,Standard
4015941,170590005,Cardiac drug monitoring,Procedure,Observation,SNOMED,Valid,Standard
